xCoordPress0,yCoordPress0,xCoordRelease0,yCoordRelease0,pressPressure0,releasePressure0,holdTime0,HPP0,offSet0,xCoordPress1,yCoordPress1,xCoordRelease1,yCoordRelease1,pressPressure1,releasePressure1,holdTime1,HPP1,offSet1,xCoordPress2,yCoordPress2,xCoordRelease2,yCoordRelease2,pressPressure2,releasePressure2,holdTime2,HPP2,offSet2,xCoordPress3,yCoordPress3,xCoordRelease3,yCoordRelease3,pressPressure3,releasePressure3,holdTime3,HPP3,offSet3,xCoordPress4,yCoordPress4,xCoordRelease4,yCoordRelease4,pressPressure4,releasePressure4,holdTime4,HPP4,offSet4,xCoordPress5,yCoordPress5,xCoordRelease5,yCoordRelease5,pressPressure5,releasePressure5,holdTime5,HPP5,offSet5,xCoordPress6,yCoordPress6,xCoordRelease6,yCoordRelease6,pressPressure6,releasePressure6,holdTime6,HPP6,offSet6,xCoordPress7,yCoordPress7,xCoordRelease7,yCoordRelease7,pressPressure7,releasePressure7,holdTime7,HPP7,offSet7,xCoordPress8,yCoordPress8,xCoordRelease8,yCoordRelease8,pressPressure8,releasePressure8,holdTime8,HPP8,offSet8,xCoordPress9,yCoordPress9,xCoordRelease9,yCoordRelease9,pressPressure9,releasePressure9,holdTime9,HPP9,offSet9,PPTime0,UDTime0,PPTime1,UDTime1,PPTime2,UDTime2,PPTime3,UDTime3,PPTime4,UDTime4,PPTime5,UDTime5,PPTime6,UDTime6,PPTime7,UDTime7,PPTime8,UDTime8,state
75.0,74.0,75.0,74.0,0.180392161011696,0.180392161011696,0.065,0.011725490465760241,22.655021518418383,56.0,82.0,56.0,82.0,0.180392161011696,0.180392161011696,0.067,0.012086274787783633,2.0615528128088303,70.0,94.0,70.0,94.0,0.18431372940540303,0.18431372940540303,0.066,0.0121647061407566,19.704060495238032,75.0,83.0,75.0,83.0,0.172549024224281,0.172549024224281,0.083,0.014321569010615324,21.005951537600005,28.0,80.0,28.0,80.0,0.180392161011696,0.180392161011696,0.066,0.011905882626771936,26.119915773217954,58.0,97.0,58.0,97.0,0.180392161011696,0.180392161011696,0.067,0.012086274787783633,15.041608956491324,22.0,42.0,22.0,42.0,0.176470592617989,0.176470592617989,0.058,0.010235294371843362,51.61637337124723,42.0,96.0,42.0,96.0,0.180392161011696,0.180392161011696,0.066,0.011905882626771936,18.062391868188442,56.0,90.0,56.0,90.0,0.172549024224281,0.172549024224281,0.075,0.012941176816821075,7.762087348130012,72.0,96.0,72.0,96.0,0.176470592617989,0.176470592617989,0.057,0.010058823779225373,22.5,0.29,0.225,0.284,0.217,0.509,0.443,0.242,0.159,0.3,0.234,0.317,0.25,0.326,0.268,0.584,0.518,0.426,0.351,3
64.0,101.0,64.0,101.0,0.176470592617989,0.176470592617989,0.066,0.011647059112787276,21.02974084481309,26.0,89.0,26.0,89.0,0.180392161011696,0.180392161011696,0.058,0.010462745338678369,28.74456470360962,64.0,79.0,64.0,79.0,0.176470592617989,0.176470592617989,0.049,0.008647059038281462,10.594810050208546,63.0,69.0,63.0,69.0,0.176470592617989,0.176470592617989,0.041,0.007235294297337549,16.224980739587952,0.0,82.0,0.0,82.0,0.180392161011696,0.180392161011696,0.058,0.010462745338678369,54.00231476520243,38.0,71.0,38.0,71.0,0.176470592617989,0.176470592617989,0.058,0.010235294371843362,19.704060495238032,42.0,50.0,42.0,50.0,0.176470592617989,0.176470592617989,0.058,0.010235294371843362,34.64462440264001,35.0,82.0,35.0,82.0,0.176470592617989,0.176470592617989,0.066,0.011647059112787276,19.00657780874821,69.0,73.0,69.0,73.0,0.176470592617989,0.176470592617989,0.075,0.013235294446349175,17.755280904564703,41.0,99.0,41.0,99.0,0.176470592617989,0.176470592617989,0.058,0.010235294371843362,21.005951537600005,0.242,0.176,0.242,0.184,0.484,0.435,0.192,0.151,0.308,0.25,0.351,0.293,0.367,0.309,0.384,0.318,0.4,0.325,3
62.0,38.0,62.0,38.0,0.176470592617989,0.176470592617989,0.067,0.011823529705405265,45.2133829745132,62.0,58.0,62.0,58.0,0.176470592617989,0.176470592617989,0.058,0.010235294371843362,25.773047937719745,71.0,56.0,71.0,56.0,0.180392161011696,0.180392161011696,0.067,0.012086274787783633,31.48412298286233,67.0,52.0,67.0,52.0,0.176470592617989,0.176470592617989,0.066,0.011647059112787276,33.15493930020081,23.0,76.0,23.0,76.0,0.176470592617989,0.176470592617989,0.074,0.013058823853731185,31.67412192942371,49.0,89.0,49.0,89.0,0.176470592617989,0.176470592617989,0.075,0.013235294446349175,8.200609733428363,32.0,56.0,32.0,56.0,0.176470592617989,0.176470592617989,0.075,0.013235294446349175,34.44198019858905,63.0,53.0,63.0,53.0,0.180392161011696,0.180392161011696,0.058,0.010462745338678369,30.84234102658227,60.0,52.0,60.0,52.0,0.176470592617989,0.176470592617989,0.067,0.011823529705405265,31.084562084739105,41.0,129.0,41.0,129.0,0.180392161011696,0.180392161011696,0.066,0.011905882626771936,48.28301978956991,0.284,0.217,0.267,0.209,0.509,0.442,0.201,0.135,0.366,0.292,0.326,0.251,0.375,0.3,0.384,0.326,0.326,0.259,3
64.0,58.0,64.0,58.0,0.176470592617989,0.176470592617989,0.067,0.011823529705405265,26.462237244798484,2.0,69.0,2.0,69.0,0.176470592617989,0.176470592617989,0.067,0.011823529705405265,53.723830838837245,10.0,87.0,10.0,87.0,0.176470592617989,0.176470592617989,0.049,0.008647059038281462,44.22951503238533,49.0,49.0,49.0,46.0562744140625,0.176470592617989,0.137254908680916,0.066,0.011647059112787276,36.7851211032819,18.0,85.0,18.0,85.0,0.180392161011696,0.180392161011696,0.067,0.012086274787783633,36.08670115153226,38.0,86.0,38.0,86.0,0.180392161011696,0.180392161011696,0.066,0.011905882626771936,16.3783393541592,21.0,89.0,21.0,89.0,0.176470592617989,0.176470592617989,0.084,0.014823529779911077,33.63406011768428,27.0,87.0,27.0,87.0,0.180392161011696,0.180392161011696,0.066,0.011905882626771936,27.37243138634199,45.0,53.0,45.0,53.0,0.176470592617989,0.176470592617989,0.074,0.013058823853731185,30.84234102658227,52.0,107.0,52.0,107.0,0.180392161011696,0.180392161011696,0.049,0.008839215889573104,24.58149710656371,0.317,0.25,0.276,0.209,0.442,0.393,0.183,0.117,0.326,0.259,0.358,0.292,0.376,0.292,0.384,0.318,0.409,0.335,3
34.0,94.0,34.0,94.0,0.176470592617989,0.176470592617989,0.05,0.00882352963089945,23.070543990118654,26.0,69.0,26.0,69.0,0.176470592617989,0.176470592617989,0.067,0.011823529705405265,31.084562084739105,63.0,46.0,63.0,46.0,0.180392161011696,0.180392161011696,0.05,0.0090196080505848,37.59321747336878,39.0,64.0,39.0,61.07470703125,0.176470592617989,0.133333340287209,0.066,0.011647059112787276,26.154219139495794,34.0,98.0,34.0,98.0,0.176470592617989,0.176470592617989,0.058,0.010235294371843362,25.30316185775999,67.0,64.0,67.0,64.0,0.176470592617989,0.176470592617989,0.075,0.013235294446349175,22.610838109190027,3.0,118.0,3.0,118.0,0.176470592617989,0.176470592617989,0.058,0.010235294371843362,62.13895718468407,43.0,107.0,43.0,107.0,0.180392161011696,0.180392161011696,0.058,0.010462745338678369,26.85609800399157,60.0,73.0,60.0,73.0,0.176470592617989,0.176470592617989,0.067,0.011823529705405265,11.236102527122116,54.0,91.0,54.0,91.0,0.180392161011696,0.180392161011696,0.049,0.008839215889573104,8.5,0.242,0.192,0.217,0.15,0.509,0.459,0.217,0.151,0.309,0.251,0.309,0.234,0.342,0.284,0.433,0.375,0.326,0.259,3
56.0,62.0,56.0,62.0,0.180392161011696,0.180392161011696,0.066,0.011905882626771936,20.59732992404598,47.0,88.0,47.0,88.0,0.180392161011696,0.180392161011696,0.067,0.012086274787783633,8.902246907382429,42.0,83.0,42.0,83.0,0.180392161011696,0.180392161011696,0.058,0.010462745338678369,12.010412149464313,52.0,92.0,52.0,92.0,0.176470592617989,0.176470592617989,0.066,0.011647059112787276,9.7082439194738,32.0,86.0,32.0,86.0,0.180392161011696,0.180392161011696,0.075,0.0135294120758772,22.276669409945463,53.0,49.0,53.0,49.0,0.180392161011696,0.180392161011696,0.058,0.010462745338678369,33.514922049737784,22.0,50.0,22.0,50.0,0.176470592617989,0.176470592617989,0.058,0.010235294371843362,45.609757727924844,33.0,81.0,33.0,81.0,0.180392161011696,0.180392161011696,0.049,0.008839215889573104,21.0535032714273,61.0,85.0,61.0,85.0,0.176470592617989,0.176470592617989,0.049,0.008647059038281462,7.433034373659253,75.0,117.0,75.0,117.0,0.180392161011696,0.180392161011696,0.049,0.008839215889573104,40.38873605350878,0.233,0.167,0.234,0.167,0.467,0.409,0.208,0.142,0.309,0.234,0.3,0.242,0.309,0.251,0.367,0.318,0.392,0.343,3
45.0,74.0,47.926910400390604,72.0487060546875,0.180392161011696,0.164705887436867,0.058,0.010462745338678369,12.08767812345322,50.0,65.0,44.1072387695312,65.982177734375,0.180392161011696,0.105882361531258,0.074,0.013349019914865503,19.253705543656878,56.0,76.0,56.0,76.0,0.176470592617989,0.176470592617989,0.067,0.011823529705405265,6.800735254367722,55.0,83.0,55.0,83.0,0.176470592617989,0.176470592617989,0.058,0.010235294371843362,1.118033988749895,45.0,61.0,45.0,61.0,0.180392161011696,0.180392161011696,0.05,0.0090196080505848,23.30772404161333,36.0,103.0,36.0,103.0,0.180392161011696,0.180392161011696,0.05,0.0090196080505848,27.28094573140748,19.0,78.0,19.0,78.0,0.176470592617989,0.176470592617989,0.075,0.013235294446349175,35.28809997718778,45.0,77.0,45.0,77.0,0.180392161011696,0.180392161011696,0.058,0.010462745338678369,10.547511554864494,56.0,100.0,56.0,100.0,0.176470592617989,0.176470592617989,0.058,0.010235294371843362,17.613914953808536,57.0,109.0,57.0,109.0,0.180392161011696,0.180392161011696,0.05,0.0090196080505848,26.669270706189174,0.234,0.176,0.216,0.142,0.851,0.784,0.242,0.184,0.542,0.492,0.3,0.25,0.326,0.251,0.4,0.342,0.317,0.259,3
71.0,67.0,71.0,67.0,0.180392161011696,0.180392161011696,0.058,0.010462745338678369,23.005434140654682,31.0,91.0,31.0,91.0,0.180392161011696,0.180392161011696,0.058,0.010462745338678369,24.520399670478458,47.0,101.0,47.0,101.0,0.180392161011696,0.180392161011696,0.05,0.0090196080505848,19.78004044485248,51.0,74.0,51.0,74.0,0.176470592617989,0.176470592617989,0.074,0.013058823853731185,9.013878188659973,27.0,87.0,27.0,87.0,0.180392161011696,0.180392161011696,0.058,0.010462745338678369,27.37243138634199,38.0,77.0,38.0,77.0,0.180392161011696,0.180392161011696,0.058,0.010462745338678369,16.91892431568863,22.0,106.0,22.0,106.0,0.180392161011696,0.180392161011696,0.075,0.0135294120758772,39.702015062210634,35.0,103.0,35.0,103.0,0.180392161011696,0.180392161011696,0.057,0.010282353177666672,27.95084971874737,54.0,85.0,54.0,85.0,0.172549024224281,0.172549024224281,0.074,0.012768627792596793,2.5,69.0,115.0,69.0,115.0,0.180392161011696,0.180392161011696,0.05,0.0090196080505848,35.79455265819088,0.225,0.167,0.217,0.159,0.576,0.526,0.233,0.159,0.334,0.276,0.342,0.284,0.409,0.334,0.45,0.393,0.408,0.334,3
49.0,94.0,49.0,94.0,0.176470592617989,0.176470592617989,0.066,0.011647059112787276,12.539936203984453,40.0,76.0,40.0,76.0,0.176470592617989,0.176470592617989,0.083,0.014647059187293088,15.435349040433131,77.0,89.0,77.0,89.0,0.176470592617989,0.176470592617989,0.066,0.011647059112787276,23.90083680543424,59.0,79.0,59.0,79.0,0.176470592617989,0.176470592617989,0.083,0.014647059187293088,6.103277807866851,17.0,68.0,17.0,68.0,0.180392161011696,0.180392161011696,0.059,0.010643137499690064,39.73977856002723,79.0,36.0,79.0,36.0,0.180392161011696,0.180392161011696,0.058,0.010462745338678369,52.79441258315126,42.0,58.0,42.0,58.0,0.176470592617989,0.176470592617989,0.108,0.01905882400274281,27.28094573140748,46.0,48.0,46.0,48.0,0.180392161011696,0.180392161011696,0.066,0.011905882626771936,35.415392133929565,71.0,91.0,71.0,91.0,0.176470592617989,0.176470592617989,0.066,0.011647059112787276,19.00657780874821,76.0,110.0,76.0,110.0,0.180392161011696,0.180392161011696,0.05,0.0090196080505848,35.21718330588067,0.283,0.217,0.301,0.218,0.642,0.576,0.233,0.15,0.309,0.25,0.309,0.251,0.392,0.284,0.417,0.351,0.35,0.284,3
61.0,95.0,61.0,95.0,0.176470592617989,0.176470592617989,0.067,0.011823529705405265,14.326548781894402,44.0,95.0,44.0,95.0,0.180392161011696,0.180392161011696,0.075,0.0135294120758772,16.00781059358212,28.0,112.0,28.0,112.0,0.180392161011696,0.180392161011696,0.058,0.010462745338678369,39.322385482063524,64.0,118.0,65.0,112.0,0.176470592617989,0.0901960805058479,0.067,0.011823529705405265,31.48412298286233,54.0,83.0,54.0,83.0,0.180392161011696,0.180392161011696,0.066,0.011905882626771936,0.5,99.0,113.0,99.0,113.0,0.180392161011696,0.180392161011696,0.066,0.011905882626771936,54.36221113972462,19.0,97.0,19.0,97.0,0.176470592617989,0.176470592617989,0.058,0.010235294371843362,37.88469347902923,26.0,87.0,26.0,87.0,0.180392161011696,0.180392161011696,0.049,0.008839215889573104,28.359301824974466,62.0,96.0,62.0,96.0,0.176470592617989,0.176470592617989,0.075,0.013235294446349175,15.692354826475215,54.0,104.0,54.0,104.0,0.180392161011696,0.180392161011696,0.058,0.010462745338678369,21.5,0.267,0.2,0.242,0.167,0.492,0.434,0.209,0.142,0.317,0.251,0.375,0.309,0.351,0.293,1.561,1.512,0.341,0.266,3
